Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby142a_3_1_ax.img	Thalamus_L	5919	48.0000	287.0000	214.4761	26.2714	
kirby142a_3_1_ax.img	Thalamus_R	6107	56.0000	307.0000	220.1262	29.1764	
kirby142a_3_1_ax.img	BasalForebrain_L	3238	30.0000	318.0000	218.6738	47.3931	
kirby142a_3_1_ax.img	BasalForebrain_R	2964	59.0000	355.0000	219.6931	42.5334	
kirby142a_3_1_ax.img	midbrain_L	5279	89.0000	320.0000	250.1553	26.4074	
kirby142a_3_1_ax.img	midbrain_R	5237	68.0000	330.0000	255.3041	30.1638	
kirby142a_3_1_ax.img	Cerebellum_R	62766	1.0000	265.0000	130.0236	38.9486	
kirby142a_3_1_ax.img	Cerebellum_L	61514	4.0000	252.0000	121.6924	35.4112	
kirby142a_3_1_ax.img	Pons_L	7709	30.0000	310.0000	238.0103	26.4668	
kirby142a_3_1_ax.img	Pons_R	8592	56.0000	309.0000	244.9003	24.8835	
kirby142a_3_1_ax.img	Medulla_L	2490	47.0000	282.0000	209.2694	38.4623	
kirby142a_3_1_ax.img	Medulla_R	2422	36.0000	297.0000	220.3984	34.1248	
kirby142a_3_1_ax.img	ant_DPWM_L	32118	12.0000	286.0000	224.3107	22.0907	
kirby142a_3_1_ax.img	ant_DPWM_R	30849	20.0000	287.0000	224.7281	17.3860	
kirby142a_3_1_ax.img	post_DPWM_L	6981	12.0000	250.0000	202.9295	25.0046	
kirby142a_3_1_ax.img	post_DPWM_R	5936	13.0000	280.0000	222.6529	32.2811	
kirby142a_3_1_ax.img	CorpusCallosum_L	14195	37.0000	378.0000	237.6139	29.4832	
kirby142a_3_1_ax.img	CorpusCallosum_R	15080	25.0000	376.0000	244.8352	28.5018	
kirby142a_3_1_ax.img	inf_DPWM_L	21218	41.0000	281.0000	208.3440	27.4231	
kirby142a_3_1_ax.img	inf_DPWM_R	19458	20.0000	332.0000	228.6602	29.8952	
kirby142a_3_1_ax.img	InternalCapsule_L	5541	164.0000	306.0000	246.0604	20.7446	
kirby142a_3_1_ax.img	InternalCapsule_R	5445	164.0000	304.0000	251.9328	17.5701	
kirby142a_3_1_ax.img	LimbicWM_L	7782	29.0000	313.0000	215.7144	34.6254	
kirby142a_3_1_ax.img	LimbicWM_R	7607	28.0000	307.0000	223.5457	37.1588	
kirby142a_3_1_ax.img	AnteriorLateralVentricle_L	13040	0.0000e+00	283.0000	41.9313	33.1554	
kirby142a_3_1_ax.img	PosteriorLateralVentricle_L	3296	0.0000e+00	246.0000	40.0004	36.2995	
kirby142a_3_1_ax.img	InferiorLateralVentricle_L	1142	1.0000	247.0000	77.6215	48.0128	
kirby142a_3_1_ax.img	AnteriorLateralVentricle_R	12932	0.0000e+00	245.0000	43.0700	33.1686	
kirby142a_3_1_ax.img	PosteriorLateralVentricle_R	5177	0.0000e+00	231.0000	32.2063	32.5207	
kirby142a_3_1_ax.img	InferiorLateralVentricle_R	1725	1.0000	256.0000	73.8413	49.3994	
kirby142a_3_1_ax.img	III_ventricle	2020	8.0000	250.0000	88.7724	41.4971	
kirby142a_3_1_ax.img	CerebellumWM_R	13227	103.0000	290.0000	223.2774	25.7258	
kirby142a_3_1_ax.img	CerebellumWM_L	11997	81.0000	275.0000	204.9172	24.2231	
kirby142a_3_1_ax.img	FrontSul_L	15466	0.0000e+00	108.0000	31.3586	18.9362	
kirby142a_3_1_ax.img	FrontSul_R	11088	0.0000e+00	111.0000	31.3635	19.8373	
kirby142a_3_1_ax.img	CentralSul_L	2469	1.0000	100.0000	30.6500	18.7203	
kirby142a_3_1_ax.img	CentralSul_R	2457	0.0000e+00	126.0000	28.5042	19.2384	
kirby142a_3_1_ax.img	SylAntInsularSul_L	1901	1.0000	127.0000	38.8018	23.7661	
kirby142a_3_1_ax.img	SylAntInsularSul_R	1182	0.0000e+00	116.0000	43.1320	23.2926	
kirby142a_3_1_ax.img	SylPostInsularSul_L	1331	1.0000	155.0000	40.2615	22.3836	
kirby142a_3_1_ax.img	SylPostInsularSul_R	845	3.0000	147.0000	44.1861	22.5843	
kirby142a_3_1_ax.img	SylExtSMG_L	345	0.0000e+00	83.0000	32.9129	17.6405	
kirby142a_3_1_ax.img	SylExtSMG_R	315	1.0000	116.0000	35.8740	19.7243	
kirby142a_3_1_ax.img	ParietSul_L	9725	0.0000e+00	109.0000	27.5073	18.8678	
kirby142a_3_1_ax.img	ParietSul_R	10545	0.0000e+00	119.0000	29.4144	20.3602	
kirby142a_3_1_ax.img	CinguSul_L	1386	0.0000e+00	130.0000	54.5100	25.5782	
kirby142a_3_1_ax.img	CinguSul_R	1722	1.0000	143.0000	47.6829	24.4243	
kirby142a_3_1_ax.img	OcciptSul_L	1899	0.0000e+00	124.0000	30.0601	20.4333	
kirby142a_3_1_ax.img	OcciptSul_R	1730	1.0000	151.0000	37.7162	23.5447	
kirby142a_3_1_ax.img	TempSul_L	473	5.0000	111.0000	42.5279	17.4468	
kirby142a_3_1_ax.img	TempSul_R	406	4.0000	101.0000	43.6509	18.8296	
kirby142a_3_1_ax.img	IV_ventricle	2728	5.0000	241.0000	73.8768	42.0581	



Type2-L5 Statistics

kirby142a_3_1_ax.img	SF_L	19515	1.0000	218.0000	119.4903	46.1185	
kirby142a_3_1_ax.img	SF_R	19023	0.0000e+00	227.0000	125.9465	48.8306	
kirby142a_3_1_ax.img	SF_PFC_L	19793	11.0000	251.0000	142.5970	58.3024	
kirby142a_3_1_ax.img	SF_PFC_R	20388	3.0000	235.0000	137.6804	53.2278	
kirby142a_3_1_ax.img	SF_pole_L	2861	13.0000	241.0000	114.3553	39.1267	
kirby142a_3_1_ax.img	SF_pole_R	4562	13.0000	224.0000	114.2418	38.3590	
kirby142a_3_1_ax.img	MF_L	16565	10.0000	237.0000	123.7328	50.0293	
kirby142a_3_1_ax.img	MF_R	17129	7.0000	231.0000	128.8507	49.9685	
kirby142a_3_1_ax.img	MF_DPFC_L	18563	4.0000	242.0000	122.4731	48.8672	
kirby142a_3_1_ax.img	MF_DPFC_R	17258	8.0000	235.0000	120.1396	46.5588	
kirby142a_3_1_ax.img	IF_opercularis_L	7294	4.0000	241.0000	133.6227	52.2790	
kirby142a_3_1_ax.img	IF_opercularis_R	6825	9.0000	243.0000	146.9756	53.7455	
kirby142a_3_1_ax.img	IF_orbitalis_L	6798	6.0000	256.0000	152.5917	54.7503	
kirby142a_3_1_ax.img	IF_orbitalis_R	4954	8.0000	238.0000	142.3697	53.6044	
kirby142a_3_1_ax.img	IF_triangularis_L	7534	5.0000	242.0000	157.8614	56.0558	
kirby142a_3_1_ax.img	IF_triangularis_R	5906	15.0000	235.0000	148.1744	52.0880	
kirby142a_3_1_ax.img	LFO_L	7930	4.0000	260.0000	149.6858	49.4063	
kirby142a_3_1_ax.img	LFO_R	7913	4.0000	256.0000	139.3355	47.7704	
kirby142a_3_1_ax.img	MFO_L	7659	7.0000	293.0000	156.7947	53.2476	
kirby142a_3_1_ax.img	MFO_R	6660	10.0000	285.0000	147.9088	47.2581	
kirby142a_3_1_ax.img	R_L	7634	15.0000	355.0000	149.8396	53.9886	
kirby142a_3_1_ax.img	R_R	7884	18.0000	325.0000	153.0356	52.2798	
kirby142a_3_1_ax.img	PoC_L	21972	4.0000	238.0000	119.5620	43.7380	
kirby142a_3_1_ax.img	PoC_R	22214	7.0000	244.0000	131.1068	46.3277	
kirby142a_3_1_ax.img	PrC_L	26396	4.0000	243.0000	127.6441	45.3722	
kirby142a_3_1_ax.img	PrC_R	34830	2.0000	248.0000	137.2087	48.6257	
kirby142a_3_1_ax.img	SP_L	16245	5.0000	226.0000	135.0763	50.7195	
kirby142a_3_1_ax.img	SP_R	15714	3.0000	256.0000	147.9733	55.5009	
kirby142a_3_1_ax.img	SM_L	14906	5.0000	232.0000	114.2386	44.1648	
kirby142a_3_1_ax.img	SM_R	14994	5.0000	258.0000	128.7029	50.5342	
kirby142a_3_1_ax.img	A_L	12225	2.0000	203.0000	108.9905	41.3031	
kirby142a_3_1_ax.img	A_R	16221	1.0000	232.0000	120.0343	45.0612	
kirby142a_3_1_ax.img	PrCu_L	10822	6.0000	232.0000	114.2787	42.7147	
kirby142a_3_1_ax.img	PrCu_R	8624	4.0000	251.0000	119.0566	44.5261	
kirby142a_3_1_ax.img	ST_L	24711	12.0000	279.0000	140.4676	52.4239	
kirby142a_3_1_ax.img	ST_R	24089	2.0000	276.0000	155.2370	55.3974	
kirby142a_3_1_ax.img	ST_L_pole	7835	4.0000	255.0000	125.4345	38.6586	
kirby142a_3_1_ax.img	ST_R_pole	7736	10.0000	245.0000	125.4704	37.9100	
kirby142a_3_1_ax.img	MT_L	23964	10.0000	271.0000	135.7353	56.6824	
kirby142a_3_1_ax.img	MT_R	24405	11.0000	271.0000	151.1277	58.7887	
kirby142a_3_1_ax.img	MT_L_pole	4936	28.0000	262.0000	147.0868	47.3218	
kirby142a_3_1_ax.img	MT_R_pole	4247	19.0000	281.0000	148.6140	47.0077	
kirby142a_3_1_ax.img	IT_L	19173	4.0000	271.0000	137.6170	48.8241	
kirby142a_3_1_ax.img	IT_R	19439	5.0000	277.0000	147.6236	51.2301	
kirby142a_3_1_ax.img	PHG_L	974	68.0000	253.0000	155.8681	28.6808	
kirby142a_3_1_ax.img	PHG_R	1173	48.0000	256.0000	166.3009	33.5923	
kirby142a_3_1_ax.img	ENT_L	1115	78.0000	257.0000	154.3154	25.0015	
kirby142a_3_1_ax.img	ENT_R	1080	81.0000	255.0000	162.1578	24.4820	
kirby142a_3_1_ax.img	Fu_L	20787	1.0000	273.0000	135.9626	42.7193	
kirby142a_3_1_ax.img	Fu_R	22361	7.0000	296.0000	152.9814	47.9486	
kirby142a_3_1_ax.img	SO_L	5844	9.0000	225.0000	142.4224	44.5963	
kirby142a_3_1_ax.img	SO_R	9590	6.0000	249.0000	158.5023	52.7114	
kirby142a_3_1_ax.img	MO_L	29544	1.0000	220.0000	120.6248	44.8788	
kirby142a_3_1_ax.img	MO_R	29108	3.0000	254.0000	137.2004	52.2877	
kirby142a_3_1_ax.img	IO_L	5465	16.0000	206.0000	120.9598	41.1559	
kirby142a_3_1_ax.img	IO_R	7406	4.0000	254.0000	143.2928	51.4818	
kirby142a_3_1_ax.img	Cu_L	12894	4.0000	227.0000	130.4518	43.2545	
kirby142a_3_1_ax.img	Cu_R	11687	1.0000	249.0000	135.3562	48.3047	
kirby142a_3_1_ax.img	LG_L	15669	2.0000	267.0000	144.5664	44.3252	
kirby142a_3_1_ax.img	LG_R	13930	1.0000	292.0000	158.0741	49.6964	
kirby142a_3_1_ax.img	rostral_ACC_L	2420	24.0000	236.0000	124.8120	30.3103	
kirby142a_3_1_ax.img	rostral_ACC_R	2686	18.0000	230.0000	120.5031	26.1877	
kirby142a_3_1_ax.img	subcallosal_ACC_L	500	15.0000	270.0000	169.4904	54.9150	
kirby142a_3_1_ax.img	subcallosal_ACC_R	581	25.0000	304.0000	158.0558	44.8489	
kirby142a_3_1_ax.img	subgenual_ACC_L	1719	16.0000	303.0000	177.4937	44.8404	
kirby142a_3_1_ax.img	subgenual_ACC_R	1536	20.0000	320.0000	164.1195	48.4103	
kirby142a_3_1_ax.img	dorsal_ACC_L	13844	3.0000	257.0000	126.3892	42.3577	
kirby142a_3_1_ax.img	dorsal_ACC_R	12123	8.0000	257.0000	121.7408	38.0391	
kirby142a_3_1_ax.img	PCC_L	10364	15.0000	265.0000	160.8832	48.5173	
kirby142a_3_1_ax.img	PCC_R	10176	23.0000	289.0000	166.9965	55.3873	
kirby142a_3_1_ax.img	Insula_L	6819	2.0000	218.0000	122.0852	25.4801	
kirby142a_3_1_ax.img	Insula_R	7013	10.0000	281.0000	129.9002	27.6152	
kirby142a_3_1_ax.img	Amyg_L	1656	74.0000	248.0000	159.7283	16.9026	
kirby142a_3_1_ax.img	Amyg_R	2019	30.0000	292.0000	165.3609	19.6056	
kirby142a_3_1_ax.img	Hippo_L	3550	35.0000	272.0000	152.6562	27.1275	
kirby142a_3_1_ax.img	Hippo_R	3498	25.0000	306.0000	161.6274	31.0850	
kirby142a_3_1_ax.img	Caud_L	4049	51.0000	293.0000	177.6206	24.7832	
kirby142a_3_1_ax.img	Caud_R	4247	59.0000	272.0000	175.9746	24.2822	
kirby142a_3_1_ax.img	Put_L	4655	95.0000	266.0000	190.1364	16.2662	
kirby142a_3_1_ax.img	Put_R	4823	119.0000	266.0000	194.3568	17.6807	
kirby142a_3_1_ax.img	GP_L	1502	185.0000	305.0000	243.9392	13.7164	
kirby142a_3_1_ax.img	GP_R	1568	192.0000	304.0000	249.8446	14.0897	
kirby142a_3_1_ax.img	Thalamus_L	5919	48.0000	287.0000	214.4761	26.2714	
kirby142a_3_1_ax.img	Thalamus_R	6107	56.0000	307.0000	220.1262	29.1764	
kirby142a_3_1_ax.img	HypoThalamus_L	648	85.0000	295.0000	201.8241	38.0432	
kirby142a_3_1_ax.img	HypoThalamus_R	662	108.0000	291.0000	219.0363	27.0769	
kirby142a_3_1_ax.img	BasalForebrain_L	2062	30.0000	318.0000	235.0658	44.3395	
kirby142a_3_1_ax.img	BasalForebrain_R	1716	59.0000	355.0000	235.6469	39.8038	
kirby142a_3_1_ax.img	NucAccumbens_L	754	97.0000	259.0000	192.9634	20.7861	
kirby142a_3_1_ax.img	NucAccumbens_R	887	55.0000	352.0000	193.8525	27.3646	
kirby142a_3_1_ax.img	RedNc_L	304	239.0000	292.0000	267.4862	8.9670	
kirby142a_3_1_ax.img	RedNc_R	360	240.0000	301.0000	269.4033	9.7905	
kirby142a_3_1_ax.img	Snigra_L	359	240.0000	295.0000	269.0836	9.4357	
kirby142a_3_1_ax.img	Snigra_R	284	245.0000	314.0000	279.0254	10.2585	
kirby142a_3_1_ax.img	Cerebellum_R	62766	1.0000	265.0000	130.0236	38.9486	
kirby142a_3_1_ax.img	Cerebellum_L	61514	4.0000	252.0000	121.6924	35.4112	
kirby142a_3_1_ax.img	CP_L	2093	117.0000	320.0000	257.1250	25.1836	
kirby142a_3_1_ax.img	CP_R	2032	121.0000	330.0000	267.2274	25.4104	
kirby142a_3_1_ax.img	Midbrain_L	2524	89.0000	309.0000	239.5991	25.9158	
kirby142a_3_1_ax.img	Midbrain_R	2562	68.0000	320.0000	241.2459	30.3670	
kirby142a_3_1_ax.img	CST_L	1695	209.0000	294.0000	249.3952	12.0425	
kirby142a_3_1_ax.img	CST_R	1576	189.0000	309.0000	254.0632	14.5364	
kirby142a_3_1_ax.img	SCP_L	876	66.0000	278.0000	214.9082	39.3592	
kirby142a_3_1_ax.img	SCP_R	941	111.0000	283.0000	232.5651	30.1138	
kirby142a_3_1_ax.img	MCP_L	3082	30.0000	310.0000	235.0241	28.8222	
kirby142a_3_1_ax.img	MCP_R	3407	56.0000	302.0000	243.2071	29.2160	
kirby142a_3_1_ax.img	PCT_L	936	212.0000	290.0000	251.3564	12.7406	
kirby142a_3_1_ax.img	PCT_R	1013	215.0000	304.0000	258.0604	13.5734	
kirby142a_3_1_ax.img	Medulla_L	2490	47.0000	282.0000	209.2694	38.4623	
kirby142a_3_1_ax.img	Medulla_R	2422	36.0000	297.0000	220.3984	34.1248	
kirby142a_3_1_ax.img	ML_L	821	191.0000	267.0000	235.9327	11.6563	
kirby142a_3_1_ax.img	ML_R	1142	149.0000	285.0000	242.3449	13.6316	
kirby142a_3_1_ax.img	Pons_L	300	167.0000	275.0000	235.8840	17.0814	
kirby142a_3_1_ax.img	Pons_R	515	97.0000	272.0000	230.3776	22.0683	
kirby142a_3_1_ax.img	ACR_L	14776	159.0000	286.0000	238.9268	14.6313	
kirby142a_3_1_ax.img	ACR_R	14238	148.0000	287.0000	230.6604	14.2698	
kirby142a_3_1_ax.img	SCR_L	16080	140.0000	270.0000	213.2295	13.5746	
kirby142a_3_1_ax.img	SCR_R	15423	162.0000	272.0000	221.5850	12.1363	
kirby142a_3_1_ax.img	PCR_L	6285	160.0000	246.0000	208.7006	10.8433	
kirby142a_3_1_ax.img	PCR_R	5182	165.0000	272.0000	231.8571	10.7482	
kirby142a_3_1_ax.img	GCC_L	2972	104.0000	378.0000	259.3086	24.1024	
kirby142a_3_1_ax.img	GCC_R	3378	81.0000	376.0000	252.5076	26.2294	
kirby142a_3_1_ax.img	BCC_L	5154	45.0000	280.0000	231.1148	27.1448	
kirby142a_3_1_ax.img	BCC_R	5159	25.0000	282.0000	234.9751	28.8706	
kirby142a_3_1_ax.img	SCC_L	6070	37.0000	297.0000	232.5127	28.8194	
kirby142a_3_1_ax.img	SCC_R	6543	41.0000	308.0000	248.6486	27.1715	
kirby142a_3_1_ax.img	PVWl_L	431	41.0000	239.0000	162.0306	47.0611	
kirby142a_3_1_ax.img	PVWl_R	417	20.0000	267.0000	174.5648	57.6599	
kirby142a_3_1_ax.img	ALIC_L	2477	164.0000	306.0000	249.6516	23.3051	
kirby142a_3_1_ax.img	ALIC_R	2494	164.0000	304.0000	250.2108	20.4933	
kirby142a_3_1_ax.img	PLIC_L	3064	177.0000	295.0000	243.1571	17.8968	
kirby142a_3_1_ax.img	PLIC_R	2951	185.0000	303.0000	253.3880	14.4934	
kirby142a_3_1_ax.img	RLIC_L	2789	168.0000	280.0000	237.9910	14.6614	
kirby142a_3_1_ax.img	RLIC_R	2900	179.0000	291.0000	256.1747	12.8485	
kirby142a_3_1_ax.img	EC_L	3867	110.0000	260.0000	196.1940	24.8192	
kirby142a_3_1_ax.img	EC_R	3684	132.0000	267.0000	210.1036	23.4785	
kirby142a_3_1_ax.img	CGC_L	3861	109.0000	267.0000	216.6198	26.0753	
kirby142a_3_1_ax.img	CGC_R	3804	104.0000	272.0000	220.8334	26.3707	
kirby142a_3_1_ax.img	CGH_L	1662	140.0000	277.0000	225.1350	27.2555	
kirby142a_3_1_ax.img	CGH_R	1536	76.0000	305.0000	240.4031	31.5912	
kirby142a_3_1_ax.img	Fx/ST_L	1388	114.0000	303.0000	225.1635	27.9843	
kirby142a_3_1_ax.img	Fx/ST_R	1397	58.0000	307.0000	237.3686	32.9748	
kirby142a_3_1_ax.img	Fx_L	873	29.0000	313.0000	178.7359	57.8219	
kirby142a_3_1_ax.img	Fx_R	870	28.0000	301.0000	183.4497	55.4619	
kirby142a_3_1_ax.img	IFO_L	1803	120.0000	281.0000	206.4634	27.8114	
kirby142a_3_1_ax.img	IFO_R	2102	93.0000	332.0000	208.1068	28.9348	
kirby142a_3_1_ax.img	PTR_L	8799	104.0000	266.0000	201.3002	19.7683	
kirby142a_3_1_ax.img	PTR_R	6330	40.0000	283.0000	227.7812	24.1359	
kirby142a_3_1_ax.img	SS_L	3531	75.0000	279.0000	222.3973	24.4011	
kirby142a_3_1_ax.img	SS_R	4028	113.0000	295.0000	243.5262	19.8398	
kirby142a_3_1_ax.img	SFO_L	338	157.0000	271.0000	233.2028	21.0949	
kirby142a_3_1_ax.img	SFO_R	294	176.0000	258.0000	224.3184	17.5666	
kirby142a_3_1_ax.img	SLF_L	8000	118.0000	245.0000	197.4608	14.1716	
kirby142a_3_1_ax.img	SLF_R	9072	115.0000	260.0000	219.0972	12.6627	
kirby142a_3_1_ax.img	Cl_L	413	86.0000	214.0000	164.8256	16.3787	
kirby142a_3_1_ax.img	Cl_R	504	71.0000	258.0000	169.1119	20.6162	
kirby142a_3_1_ax.img	Mammillary_R	83	83.0000	288.0000	202.1884	48.2248	
kirby142a_3_1_ax.img	Mammillary_L	116	80.0000	289.0000	213.0625	44.8578	
kirby142a_3_1_ax.img	LV_Frontal_L	6257	0.0000e+00	283.0000	43.2085	33.4783	
kirby142a_3_1_ax.img	LV_body_L	6482	0.0000e+00	235.0000	36.9426	27.3678	
kirby142a_3_1_ax.img	LV_atrium_L	3124	0.0000e+00	246.0000	37.7080	33.8723	
kirby142a_3_1_ax.img	LV_Occipital_L	172	0.0000e+00	203.0000	81.7273	50.8056	
kirby142a_3_1_ax.img	LV_Inferior_L	1142	1.0000	247.0000	77.6215	48.0128	
kirby142a_3_1_ax.img	LV_Frontal_R	5673	0.0000e+00	245.0000	45.7430	33.0159	
kirby142a_3_1_ax.img	LV_body_R	7010	0.0000e+00	234.0000	38.1620	29.0456	
kirby142a_3_1_ax.img	LV_atrium_R	4818	0.0000e+00	231.0000	31.8844	30.3362	
kirby142a_3_1_ax.img	LV_Occipital_R	359	0.0000e+00	218.0000	36.5284	53.6785	
kirby142a_3_1_ax.img	LV_Inferior_R	1725	1.0000	256.0000	73.8413	49.3994	
kirby142a_3_1_ax.img	III_ventricle	2020	8.0000	250.0000	88.7724	41.4971	
kirby142a_3_1_ax.img	PVWa_L	926	12.0000	258.0000	180.2412	51.3829	
kirby142a_3_1_ax.img	PVWa_R	894	20.0000	253.0000	184.6054	46.9471	
kirby142a_3_1_ax.img	PVWp_L	696	12.0000	250.0000	150.8207	46.8288	
kirby142a_3_1_ax.img	PVWp_R	754	13.0000	280.0000	159.3662	53.1515	
kirby142a_3_1_ax.img	CerebellumWM_R	13227	103.0000	290.0000	223.2774	25.7258	
kirby142a_3_1_ax.img	CerebellumWM_L	11997	81.0000	275.0000	204.9172	24.2231	
kirby142a_3_1_ax.img	FrontSul_L	15466	0.0000e+00	108.0000	31.3586	18.9362	
kirby142a_3_1_ax.img	FrontSul_R	11088	0.0000e+00	111.0000	31.3635	19.8373	
kirby142a_3_1_ax.img	CentralSul_L	2469	1.0000	100.0000	30.6500	18.7203	
kirby142a_3_1_ax.img	CentralSul_R	2457	0.0000e+00	126.0000	28.5042	19.2384	
kirby142a_3_1_ax.img	SylAntInsularSul_L	1901	1.0000	127.0000	38.8018	23.7661	
kirby142a_3_1_ax.img	SylAntInsularSul_R	1182	0.0000e+00	116.0000	43.1320	23.2926	
kirby142a_3_1_ax.img	SylPostInsularSul_L	1331	1.0000	155.0000	40.2615	22.3836	
kirby142a_3_1_ax.img	SylPostInsularSul_R	845	3.0000	147.0000	44.1861	22.5843	
kirby142a_3_1_ax.img	SylExtSMG_L	345	0.0000e+00	83.0000	32.9129	17.6405	
kirby142a_3_1_ax.img	SylExtSMG_R	315	1.0000	116.0000	35.8740	19.7243	
kirby142a_3_1_ax.img	ParietSul_L	9725	0.0000e+00	109.0000	27.5073	18.8678	
kirby142a_3_1_ax.img	ParietSul_R	10545	0.0000e+00	119.0000	29.4144	20.3602	
kirby142a_3_1_ax.img	CinguSul_L	1386	0.0000e+00	130.0000	54.5100	25.5782	
kirby142a_3_1_ax.img	CinguSul_R	1722	1.0000	143.0000	47.6829	24.4243	
kirby142a_3_1_ax.img	OcciptSul_L	1899	0.0000e+00	124.0000	30.0601	20.4333	
kirby142a_3_1_ax.img	OcciptSul_R	1730	1.0000	151.0000	37.7162	23.5447	
kirby142a_3_1_ax.img	TempSul_L	473	5.0000	111.0000	42.5279	17.4468	
kirby142a_3_1_ax.img	TempSul_R	406	4.0000	101.0000	43.6509	18.8296	
kirby142a_3_1_ax.img	Caudate_tail_L	334	31.0000	256.0000	160.4137	43.8018	
kirby142a_3_1_ax.img	Caudate_tail_R	281	46.0000	272.0000	164.2393	45.2941	
kirby142a_3_1_ax.img	Chroid_LVetc_L	302	34.0000	210.0000	122.7450	33.0090	
kirby142a_3_1_ax.img	Chroid_LVetc_R	250	16.0000	217.0000	120.1490	41.8686	
kirby142a_3_1_ax.img	IV_ventricle	2728	5.0000	241.0000	73.8768	42.0581	

